"obs" "trl" "sub" "itm" "tsk" "vgn" "qty" "rt" "bd"
"2302" 2302 254 "s09" "16:25:34" "Numerical" "Vague" "Small" 1804 1
"2303" 2303 255 "s09" "26:35:44" "Verbal" "Crisp" "Big" 1271 0
"2304" 2304 256 "s09" "36:45:54" "Numerical" "Crisp" "Small" 2248 0
"2305" 2305 1 "s10" "6:15:24" "Verbal" "Crisp" "Big" 2135 0
"2306" 2306 2 "s10" "16:25:34" "Numerical" "Vague" "Small" 1945 1
"2307" 2307 3 "s10" "26:35:44" "Verbal" "Vague" "Small" 1604 0
"2308" 2308 4 "s10" "36:45:54" "Numerical" "Crisp" "Big" 1675 0
"2309" 2309 5 "s10" "6:15:24" "Verbal" "Vague" "Big" 1415 0
"2310" 2310 6 "s10" "16:25:34" "Numerical" "Crisp" "Small" 4275 0
"2311" 2311 7 "s10" "26:35:44" "Numerical" "Vague" "Big" 2173 0
"2312" 2312 8 "s10" "36:45:54" "Numerical" "Crisp" "Small" 6834 0
"2313" 2313 9 "s10" "6:15:24" "Verbal" "Crisp" "Small" 1425 0
"2314" 2314 10 "s10" "16:25:34" "Verbal" "Crisp" "Big" 1015 0
"2315" 2315 11 "s10" "26:35:44" "Verbal" "Crisp" "Big" 1737 0
"2316" 2316 12 "s10" "36:45:54" "Numerical" "Vague" "Small" 2779 1
"2317" 2317 13 "s10" "6:15:24" "Verbal" "Vague" "Big" 2169 0
"2318" 2318 14 "s10" "16:25:34" "Verbal" "Vague" "Big" 1466 0
"2319" 2319 15 "s10" "26:35:44" "Verbal" "Vague" "Big" 1146 0
"2320" 2320 16 "s10" "36:45:54" "Numerical" "Crisp" "Big" 2034 1
"2321" 2321 17 "s10" "6:15:24" "Verbal" "Vague" "Small" 795 0
"2322" 2322 18 "s10" "16:25:34" "Numerical" "Crisp" "Small" 3875 0
"2323" 2323 19 "s10" "26:35:44" "Verbal" "Vague" "Big" 1106 0
"2324" 2324 20 "s10" "36:45:54" "Verbal" "Vague" "Small" 1641 0
"2325" 2325 21 "s10" "6:15:24" "Verbal" "Crisp" "Small" 1951 0
"2326" 2326 22 "s10" "16:25:34" "Numerical" "Vague" "Big" 1791 1
"2327" 2327 23 "s10" "26:35:44" "Numerical" "Crisp" "Small" 2672 0
"2328" 2328 24 "s10" "36:45:54" "Verbal" "Crisp" "Big" 1033 0
"2329" 2329 25 "s10" "6:15:24" "Verbal" "Vague" "Small" 1043 0
"2330" 2330 26 "s10" "16:25:34" "Verbal" "Crisp" "Small" 1977 0
"2331" 2331 27 "s10" "26:35:44" "Verbal" "Crisp" "Small" 2356 0
"2332" 2332 28 "s10" "36:45:54" "Verbal" "Crisp" "Small" 1189 0
"2333" 2333 29 "s10" "6:15:24" "Numerical" "Vague" "Big" 1860 0
"2334" 2334 30 "s10" "16:25:34" "Numerical" "Crisp" "Big" 2627 1
"2335" 2335 31 "s10" "26:35:44" "Numerical" "Vague" "Small" 2438 0
"2336" 2336 32 "s10" "36:45:54" "Numerical" "Vague" "Big" 2078 1
"2337" 2337 33 "s10" "6:15:24" "Verbal" "Crisp" "Big" 1460 0
"2338" 2338 34 "s10" "16:25:34" "Verbal" "Crisp" "Big" 6537 0
"2339" 2339 35 "s10" "26:35:44" "Numerical" "Crisp" "Big" 2197 0
"2340" 2340 36 "s10" "36:45:54" "Numerical" "Vague" "Big" 2840 1
"2341" 2341 37 "s10" "6:15:24" "Numerical" "Crisp" "Small" 2166 0
"2342" 2342 38 "s10" "16:25:34" "Verbal" "Vague" "Big" 737 0
"2343" 2343 39 "s10" "26:35:44" "Verbal" "Crisp" "Big" 1434 0
"2344" 2344 40 "s10" "36:45:54" "Verbal" "Crisp" "Big" 1352 0
"2345" 2345 41 "s10" "6:15:24" "Numerical" "Crisp" "Big" 2125 1
"2346" 2346 42 "s10" "16:25:34" "Verbal" "Vague" "Small" 1757 0
"2347" 2347 43 "s10" "26:35:44" "Numerical" "Crisp" "Small" 2026 0
"2348" 2348 44 "s10" "36:45:54" "Numerical" "Vague" "Small" 1060 1
"2349" 2349 45 "s10" "6:15:24" "Numerical" "Crisp" "Big" 1757 0
"2350" 2350 46 "s10" "16:25:34" "Verbal" "Vague" "Small" 2101 0
"2351" 2351 47 "s10" "26:35:44" "Numerical" "Crisp" "Big" 2669 1
"2352" 2352 48 "s10" "36:45:54" "Verbal" "Vague" "Small" 1381 0
"2353" 2353 49 "s10" "6:15:24" "Numerical" "Vague" "Small" 2759 0
"2354" 2354 50 "s10" "16:25:34" "Verbal" "Crisp" "Small" 3815 0
"2355" 2355 51 "s10" "26:35:44" "Numerical" "Vague" "Big" 2032 1
"2356" 2356 52 "s10" "36:45:54" "Verbal" "Crisp" "Small" 1637 0
"2357" 2357 53 "s10" "6:15:24" "Numerical" "Crisp" "Small" 1227 0
"2358" 2358 54 "s10" "16:25:34" "Numerical" "Vague" "Small" 6681 1
"2359" 2359 55 "s10" "26:35:44" "Verbal" "Vague" "Small" 2616 0
"2360" 2360 56 "s10" "36:45:54" "Numerical" "Crisp" "Small" 3288 0
"2361" 2361 57 "s10" "6:15:24" "Numerical" "Vague" "Small" 7851 0
"2362" 2362 58 "s10" "16:25:34" "Numerical" "Vague" "Big" 2521 1
"2363" 2363 59 "s10" "26:35:44" "Numerical" "Vague" "Small" 1538 1
"2364" 2364 60 "s10" "36:45:54" "Verbal" "Vague" "Big" 1741 0
"2365" 2365 61 "s10" "6:15:24" "Numerical" "Vague" "Big" 1867 1
"2366" 2366 62 "s10" "16:25:34" "Numerical" "Crisp" "Big" 2115 1
"2367" 2367 63 "s10" "26:35:44" "Verbal" "Crisp" "Small" 1091 0
"2368" 2368 64 "s10" "36:45:54" "Verbal" "Vague" "Big" 1139 0
"2369" 2369 65 "s10" "6:15:24" "Numerical" "Crisp" "Small" 1010 0
"2370" 2370 66 "s10" "16:25:34" "Numerical" "Vague" "Small" 1499 1
"2371" 2371 67 "s10" "26:35:44" "Numerical" "Crisp" "Big" 1210 0
"2372" 2372 68 "s10" "36:45:54" "Verbal" "Crisp" "Small" 1025 0
"2373" 2373 69 "s10" "6:15:24" "Verbal" "Vague" "Big" 974 0
"2374" 2374 70 "s10" "16:25:34" "Numerical" "Vague" "Big" 1633 1
"2375" 2375 71 "s10" "26:35:44" "Verbal" "Crisp" "Big" 1004 0
"2376" 2376 72 "s10" "36:45:54" "Numerical" "Crisp" "Big" 2451 1
"2377" 2377 73 "s10" "6:15:24" "Verbal" "Vague" "Small" 1022 0
"2378" 2378 74 "s10" "16:25:34" "Numerical" "Crisp" "Big" 1554 0
"2379" 2379 75 "s10" "26:35:44" "Verbal" "Vague" "Big" 3240 1
"2380" 2380 76 "s10" "36:45:54" "Verbal" "Vague" "Small" 1781 1
"2381" 2381 77 "s10" "6:15:24" "Verbal" "Vague" "Big" 1458 0
"2382" 2382 78 "s10" "16:25:34" "Numerical" "Vague" "Small" 1538 1
"2383" 2383 79 "s10" "26:35:44" "Numerical" "Vague" "Big" 2943 1
"2384" 2384 80 "s10" "36:45:54" "Numerical" "Crisp" "Small" 1385 0
"2385" 2385 81 "s10" "6:15:24" "Numerical" "Crisp" "Big" 823 0
"2386" 2386 82 "s10" "16:25:34" "Verbal" "Vague" "Small" 1500 0
"2387" 2387 83 "s10" "26:35:44" "Numerical" "Vague" "Big" 1834 1
"2388" 2388 84 "s10" "36:45:54" "Verbal" "Crisp" "Small" 1557 0
"2389" 2389 85 "s10" "6:15:24" "Verbal" "Crisp" "Big" 1316 0
"2390" 2390 86 "s10" "16:25:34" "Verbal" "Crisp" "Small" 2645 0
"2391" 2391 87 "s10" "26:35:44" "Numerical" "Crisp" "Small" 2510 0
"2392" 2392 88 "s10" "36:45:54" "Verbal" "Vague" "Small" 1881 0
"2393" 2393 89 "s10" "6:15:24" "Numerical" "Crisp" "Small" 1042 0
"2394" 2394 90 "s10" "16:25:34" "Verbal" "Vague" "Small" 1375 0
"2395" 2395 91 "s10" "26:35:44" "Numerical" "Crisp" "Big" 1424 1
"2396" 2396 92 "s10" "36:45:54" "Verbal" "Crisp" "Big" 4360 0
"2397" 2397 93 "s10" "6:15:24" "Numerical" "Crisp" "Big" 2239 0
"2398" 2398 94 "s10" "16:25:34" "Numerical" "Crisp" "Small" 790 1
"2399" 2399 95 "s10" "26:35:44" "Numerical" "Vague" "Small" 1648 0
"2400" 2400 96 "s10" "36:45:54" "Numerical" "Crisp" "Big" 3130 0
"2401" 2401 97 "s10" "6:15:24" "Verbal" "Crisp" "Small" 961 0
"2402" 2402 98 "s10" "16:25:34" "Numerical" "Vague" "Big" 3532 1
"2403" 2403 99 "s10" "26:35:44" "Numerical" "Vague" "Small" 1451 1
"2404" 2404 100 "s10" "36:45:54" "Verbal" "Crisp" "Big" 2936 0
"2405" 2405 101 "s10" "6:15:24" "Numerical" "Vague" "Small" 2007 1
"2406" 2406 102 "s10" "16:25:34" "Verbal" "Crisp" "Big" 3497 0
"2407" 2407 103 "s10" "26:35:44" "Verbal" "Vague" "Big" 2673 0
"2408" 2408 104 "s10" "36:45:54" "Numerical" "Vague" "Small" 2027 1
"2409" 2409 105 "s10" "6:15:24" "Verbal" "Crisp" "Small" 884 0
"2410" 2410 106 "s10" "16:25:34" "Verbal" "Crisp" "Big" 1099 0
"2411" 2411 107 "s10" "26:35:44" "Verbal" "Crisp" "Small" 2437 0
"2412" 2412 108 "s10" "36:45:54" "Numerical" "Vague" "Small" 2327 0
"2413" 2413 109 "s10" "6:15:24" "Verbal" "Vague" "Small" 931 0
"2414" 2414 110 "s10" "16:25:34" "Verbal" "Crisp" "Small" 1213 0
"2415" 2415 111 "s10" "26:35:44" "Verbal" "Vague" "Small" 1774 0
"2416" 2416 112 "s10" "36:45:54" "Verbal" "Vague" "Big" 2378 0
"2417" 2417 113 "s10" "6:15:24" "Numerical" "Vague" "Small" 2435 1
"2418" 2418 114 "s10" "16:25:34" "Numerical" "Crisp" "Big" 3830 1
"2419" 2419 115 "s10" "26:35:44" "Numerical" "Crisp" "Small" 1991 0
"2420" 2420 116 "s10" "36:45:54" "Numerical" "Crisp" "Small" 2557 0
"2421" 2421 117 "s10" "6:15:24" "Verbal" "Crisp" "Big" 1096 0
"2422" 2422 118 "s10" "16:25:34" "Verbal" "Vague" "Big" 1934 0
"2423" 2423 119 "s10" "26:35:44" "Verbal" "Crisp" "Big" 1002 0
"2424" 2424 120 "s10" "36:45:54" "Verbal" "Vague" "Big" 1419 0
"2425" 2425 121 "s10" "6:15:24" "Numerical" "Vague" "Big" 1132 1
"2426" 2426 122 "s10" "16:25:34" "Verbal" "Vague" "Big" 1344 0
"2427" 2427 123 "s10" "26:35:44" "Verbal" "Crisp" "Small" 1922 0
"2428" 2428 124 "s10" "36:45:54" "Numerical" "Vague" "Big" 2612 1
"2429" 2429 125 "s10" "6:15:24" "Numerical" "Vague" "Big" 1396 1
"2430" 2430 126 "s10" "16:25:34" "Numerical" "Crisp" "Small" 1414 0
"2431" 2431 127 "s10" "26:35:44" "Verbal" "Vague" "Small" 1655 1
"2432" 2432 128 "s10" "36:45:54" "Numerical" "Vague" "Big" 4366 1
"2433" 2433 129 "s10" "6:15:24" "Numerical" "Vague" "Big" 1468 1
"2434" 2434 130 "s10" "16:25:34" "Verbal" "Crisp" "Big" 757 0
"2435" 2435 131 "s10" "26:35:44" "Verbal" "Vague" "Small" 2415 0
"2436" 2436 132 "s10" "36:45:54" "Numerical" "Vague" "Small" 2836 1
"2437" 2437 133 "s10" "6:15:24" "Verbal" "Vague" "Big" 1212 0
"2438" 2438 134 "s10" "16:25:34" "Verbal" "Crisp" "Small" 787 0
"2439" 2439 135 "s10" "26:35:44" "Numerical" "Crisp" "Big" 2100 1
"2440" 2440 136 "s10" "36:45:54" "Verbal" "Vague" "Big" 1207 0
"2441" 2441 137 "s10" "6:15:24" "Numerical" "Crisp" "Small" 873 0
"2442" 2442 138 "s10" "16:25:34" "Numerical" "Crisp" "Big" 13688 0
"2443" 2443 139 "s10" "26:35:44" "Verbal" "Crisp" "Small" 1624 0
"2444" 2444 140 "s10" "36:45:54" "Numerical" "Vague" "Big" 1826 1
"2445" 2445 141 "s10" "6:15:24" "Verbal" "Crisp" "Big" 1443 0
"2446" 2446 142 "s10" "16:25:34" "Verbal" "Vague" "Small" 1338 0
"2447" 2447 143 "s10" "26:35:44" "Numerical" "Crisp" "Small" 2333 1
"2448" 2448 144 "s10" "36:45:54" "Verbal" "Crisp" "Big" 866 0
"2449" 2449 145 "s10" "6:15:24" "Numerical" "Vague" "Small" 2346 0
"2450" 2450 146 "s10" "16:25:34" "Numerical" "Vague" "Big" 2198 1
"2451" 2451 147 "s10" "26:35:44" "Verbal" "Crisp" "Big" 963 0
"2452" 2452 148 "s10" "36:45:54" "Numerical" "Crisp" "Small" 1768 1
"2453" 2453 149 "s10" "6:15:24" "Verbal" "Vague" "Small" 1324 0
"2454" 2454 150 "s10" "16:25:34" "Verbal" "Vague" "Big" 942 0
"2455" 2455 151 "s10" "26:35:44" "Numerical" "Vague" "Small" 2520 1
"2456" 2456 152 "s10" "36:45:54" "Verbal" "Vague" "Small" 1757 0
"2457" 2457 153 "s10" "6:15:24" "Verbal" "Vague" "Big" 1599 0
"2458" 2458 154 "s10" "16:25:34" "Verbal" "Vague" "Big" 1432 0
"2459" 2459 155 "s10" "26:35:44" "Numerical" "Crisp" "Small" 3786 1
"2460" 2460 156 "s10" "36:45:54" "Numerical" "Vague" "Big" 3038 1
"2461" 2461 157 "s10" "6:15:24" "Numerical" "Crisp" "Big" 1325 0
"2462" 2462 158 "s10" "16:25:34" "Numerical" "Vague" "Small" 2385 0
"2463" 2463 159 "s10" "26:35:44" "Verbal" "Vague" "Big" 1895 0
"2464" 2464 160 "s10" "36:45:54" "Numerical" "Crisp" "Big" 4087 0
"2465" 2465 161 "s10" "6:15:24" "Verbal" "Vague" "Small" 836 0
"2466" 2466 162 "s10" "16:25:34" "Numerical" "Crisp" "Small" 2229 0
"2467" 2467 163 "s10" "26:35:44" "Verbal" "Vague" "Big" 1495 0
"2468" 2468 164 "s10" "36:45:54" "Numerical" "Crisp" "Small" 1475 0
"2469" 2469 165 "s10" "6:15:24" "Numerical" "Vague" "Small" 4928 1
"2470" 2470 166 "s10" "16:25:34" "Verbal" "Crisp" "Big" 1449 0
"2471" 2471 167 "s10" "26:35:44" "Numerical" "Vague" "Big" 2377 1
"2472" 2472 168 "s10" "36:45:54" "Verbal" "Crisp" "Big" 2359 0
"2473" 2473 169 "s10" "6:15:24" "Numerical" "Vague" "Big" 1498 1
"2474" 2474 170 "s10" "16:25:34" "Numerical" "Vague" "Small" 2416 0
"2475" 2475 171 "s10" "26:35:44" "Verbal" "Vague" "Small" 2279 0
"2476" 2476 172 "s10" "36:45:54" "Verbal" "Vague" "Small" 2152 0
"2477" 2477 173 "s10" "6:15:24" "Verbal" "Crisp" "Small" 2041 0
"2478" 2478 174 "s10" "16:25:34" "Numerical" "Vague" "Big" 2206 1
"2479" 2479 175 "s10" "26:35:44" "Numerical" "Vague" "Small" 2647 1
"2480" 2480 176 "s10" "36:45:54" "Numerical" "Vague" "Small" 2710 1
"2481" 2481 177 "s10" "6:15:24" "Numerical" "Crisp" "Small" 898 0
"2482" 2482 178 "s10" "16:25:34" "Numerical" "Crisp" "Big" 1797 1
"2483" 2483 179 "s10" "26:35:44" "Numerical" "Vague" "Big" 2011 0
"2484" 2484 180 "s10" "36:45:54" "Verbal" "Crisp" "Small" 1846 0
"2485" 2485 181 "s10" "6:15:24" "Verbal" "Crisp" "Big" 1162 0
"2486" 2486 182 "s10" "16:25:34" "Verbal" "Crisp" "Small" 2662 0
"2487" 2487 183 "s10" "26:35:44" "Numerical" "Crisp" "Big" 3065 0
"2488" 2488 184 "s10" "36:45:54" "Verbal" "Crisp" "Small" 1998 0
"2489" 2489 185 "s10" "6:15:24" "Verbal" "Crisp" "Small" 1353 0
"2490" 2490 186 "s10" "16:25:34" "Numerical" "Crisp" "Small" 1172 0
"2491" 2491 187 "s10" "26:35:44" "Verbal" "Crisp" "Small" 1556 0
"2492" 2492 188 "s10" "36:45:54" "Verbal" "Vague" "Big" 1130 0
"2493" 2493 189 "s10" "6:15:24" "Numerical" "Crisp" "Big" 3590 0
"2494" 2494 190 "s10" "16:25:34" "Verbal" "Vague" "Small" 1712 0
"2495" 2495 191 "s10" "26:35:44" "Verbal" "Crisp" "Big" 1153 0
"2496" 2496 192 "s10" "36:45:54" "Numerical" "Crisp" "Big" 2476 1
"2497" 2497 193 "s10" "6:15:24" "Numerical" "Vague" "Small" 1084 1
"2498" 2498 194 "s10" "16:25:34" "Verbal" "Vague" "Big" 685 0
"2499" 2499 195 "s10" "26:35:44" "Verbal" "Vague" "Big" 720 0
"2500" 2500 196 "s10" "36:45:54" "Numerical" "Crisp" "Small" 1621 1
"2501" 2501 197 "s10" "6:15:24" "Numerical" "Vague" "Big" 2065 1
"2502" 2502 198 "s10" "16:25:34" "Verbal" "Crisp" "Big" 1369 0
"2503" 2503 199 "s10" "26:35:44" "Verbal" "Crisp" "Small" 1259 0
"2504" 2504 200 "s10" "36:45:54" "Numerical" "Crisp" "Big" 1392 1
"2505" 2505 201 "s10" "6:15:24" "Numerical" "Crisp" "Big" 1050 0
"2506" 2506 202 "s10" "16:25:34" "Verbal" "Vague" "Small" 1659 0
"2507" 2507 203 "s10" "26:35:44" "Numerical" "Crisp" "Big" 3381 0
"2508" 2508 204 "s10" "36:45:54" "Numerical" "Crisp" "Big" 2855 0
"2509" 2509 205 "s10" "6:15:24" "Numerical" "Crisp" "Small" 804 0
"2510" 2510 206 "s10" "16:25:34" "Numerical" "Vague" "Small" 1073 1
"2511" 2511 207 "s10" "26:35:44" "Verbal" "Vague" "Small" 3927 0
"2512" 2512 208 "s10" "36:45:54" "Verbal" "Vague" "Small" 1330 0
"2513" 2513 209 "s10" "6:15:24" "Verbal" "Crisp" "Big" 2311 0
"2514" 2514 210 "s10" "16:25:34" "Verbal" "Crisp" "Big" 1424 0
"2515" 2515 211 "s10" "26:35:44" "Numerical" "Vague" "Small" 2778 1
"2516" 2516 212 "s10" "36:45:54" "Numerical" "Vague" "Small" 2493 1
"2517" 2517 213 "s10" "6:15:24" "Verbal" "Crisp" "Big" 1287 0
"2518" 2518 214 "s10" "16:25:34" "Verbal" "Crisp" "Small" 3230 0
"2519" 2519 215 "s10" "26:35:44" "Numerical" "Vague" "Big" 1699 0
"2520" 2520 216 "s10" "36:45:54" "Numerical" "Vague" "Big" 2986 1
"2521" 2521 217 "s10" "6:15:24" "Verbal" "Vague" "Big" 1042 0
"2522" 2522 218 "s10" "16:25:34" "Verbal" "Vague" "Small" 1273 0
"2523" 2523 219 "s10" "26:35:44" "Numerical" "Vague" "Small" 2409 0
"2524" 2524 220 "s10" "36:45:54" "Verbal" "Crisp" "Small" 2154 0
"2525" 2525 221 "s10" "6:15:24" "Verbal" "Vague" "Big" 1195 0
"2526" 2526 222 "s10" "16:25:34" "Numerical" "Vague" "Small" 1921 0
"2527" 2527 223 "s10" "26:35:44" "Verbal" "Crisp" "Big" 1793 0
"2528" 2528 224 "s10" "36:45:54" "Verbal" "Crisp" "Big" 1039 0
"2529" 2529 225 "s10" "6:15:24" "Numerical" "Crisp" "Big" 1271 0
"2530" 2530 226 "s10" "16:25:34" "Verbal" "Crisp" "Small" 2542 0
"2531" 2531 227 "s10" "26:35:44" "Numerical" "Crisp" "Small" 1769 0
"2532" 2532 228 "s10" "36:45:54" "Verbal" "Vague" "Big" 831 0
"2533" 2533 229 "s10" "6:15:24" "Verbal" "Crisp" "Small" 696 0
"2534" 2534 230 "s10" "16:25:34" "Numerical" "Crisp" "Small" 4518 0
"2535" 2535 231 "s10" "26:35:44" "Verbal" "Vague" "Small" 2296 0
"2536" 2536 232 "s10" "36:45:54" "Verbal" "Vague" "Big" 2238 0
"2537" 2537 233 "s10" "6:15:24" "Verbal" "Vague" "Small" 1147 0
"2538" 2538 234 "s10" "16:25:34" "Numerical" "Vague" "Big" 3119 0
"2539" 2539 235 "s10" "26:35:44" "Numerical" "Crisp" "Big" 2420 1
"2540" 2540 236 "s10" "36:45:54" "Numerical" "Vague" "Big" 2489 0
"2541" 2541 237 "s10" "6:15:24" "Numerical" "Vague" "Big" 3625 1
"2542" 2542 238 "s10" "16:25:34" "Verbal" "Vague" "Big" 954 0
"2543" 2543 239 "s10" "26:35:44" "Numerical" "Vague" "Big" 4260 0
"2544" 2544 240 "s10" "36:45:54" "Numerical" "Crisp" "Small" 1428 1
"2545" 2545 241 "s10" "6:15:24" "Verbal" "Crisp" "Small" 945 0
"2546" 2546 242 "s10" "16:25:34" "Numerical" "Crisp" "Big" 3445 1
"2547" 2547 243 "s10" "26:35:44" "Verbal" "Crisp" "Small" 2219 1
"2548" 2548 244 "s10" "36:45:54" "Verbal" "Crisp" "Small" 1648 0
"2549" 2549 245 "s10" "6:15:24" "Numerical" "Crisp" "Small" 964 0
"2550" 2550 246 "s10" "16:25:34" "Numerical" "Vague" "Big" 3070 0
"2551" 2551 247 "s10" "26:35:44" "Numerical" "Crisp" "Small" 3491 0
"2552" 2552 248 "s10" "36:45:54" "Verbal" "Vague" "Small" 963 0
"2553" 2553 249 "s10" "6:15:24" "Numerical" "Vague" "Small" 2971 0
"2554" 2554 250 "s10" "16:25:34" "Numerical" "Crisp" "Big" 2413 1
"2555" 2555 251 "s10" "26:35:44" "Verbal" "Vague" "Big" 923 0
"2556" 2556 252 "s10" "36:45:54" "Numerical" "Vague" "Small" 1416 1
"2557" 2557 253 "s10" "6:15:24" "Verbal" "Vague" "Small" 745 0
"2558" 2558 254 "s10" "16:25:34" "Numerical" "Crisp" "Small" 1484 0
"2559" 2559 255 "s10" "26:35:44" "Verbal" "Crisp" "Big" 948 0
"2560" 2560 256 "s10" "36:45:54" "Verbal" "Crisp" "Big" 1037 0
"2561" 2561 1 "s11" "6:15:24" "Verbal" "Crisp" "Small" 794 0
"2562" 2562 2 "s11" "16:25:34" "Verbal" "Crisp" "Small" 1505 0
"2563" 2563 3 "s11" "26:35:44" "Verbal" "Vague" "Small" 1557 0
"2564" 2564 4 "s11" "36:45:54" "Verbal" "Crisp" "Small" 1149 0
"2565" 2565 5 "s11" "6:15:24" "Verbal" "Vague" "Big" 1042 0
"2566" 2566 6 "s11" "16:25:34" "Verbal" "Crisp" "Small" 921 0
"2567" 2567 7 "s11" "26:35:44" "Numerical" "Vague" "Big" 4168 0
"2568" 2568 8 "s11" "36:45:54" "Numerical" "Crisp" "Big" 1579 0
"2569" 2569 9 "s11" "6:15:24" "Verbal" "Vague" "Small" 1021 0
"2570" 2570 10 "s11" "16:25:34" "Numerical" "Crisp" "Small" 1557 1
"2571" 2571 11 "s11" "26:35:44" "Numerical" "Vague" "Small" 1487 0
"2572" 2572 12 "s11" "36:45:54" "Numerical" "Crisp" "Small" 1734 0
"2573" 2573 13 "s11" "6:15:24" "Verbal" "Vague" "Small" 809 0
"2574" 2574 14 "s11" "16:25:34" "Numerical" "Vague" "Big" 3706 0
"2575" 2575 15 "s11" "26:35:44" "Verbal" "Crisp" "Big" 1427 0
"2576" 2576 16 "s11" "36:45:54" "Numerical" "Vague" "Small" 3303 1
"2577" 2577 17 "s11" "6:15:24" "Numerical" "Vague" "Small" 3217 0
"2578" 2578 18 "s11" "16:25:34" "Verbal" "Vague" "Big" 920 0
"2579" 2579 19 "s11" "26:35:44" "Verbal" "Crisp" "Small" 727 0
"2580" 2580 20 "s11" "36:45:54" "Verbal" "Crisp" "Small" 2814 0
"2581" 2581 21 "s11" "6:15:24" "Numerical" "Crisp" "Big" 3045 0
"2582" 2582 22 "s11" "16:25:34" "Verbal" "Vague" "Big" 630 0
"2583" 2583 23 "s11" "26:35:44" "Verbal" "Vague" "Small" 1752 0
"2584" 2584 24 "s11" "36:45:54" "Verbal" "Vague" "Small" 1642 0
"2585" 2585 25 "s11" "6:15:24" "Numerical" "Vague" "Small" 5007 0
"2586" 2586 26 "s11" "16:25:34" "Numerical" "Vague" "Small" 1670 0
"2587" 2587 27 "s11" "26:35:44" "Numerical" "Vague" "Small" 1760 1
"2588" 2588 28 "s11" "36:45:54" "Numerical" "Crisp" "Big" 2063 0
"2589" 2589 29 "s11" "6:15:24" "Numerical" "Vague" "Big" 5330 0
"2590" 2590 30 "s11" "16:25:34" "Verbal" "Vague" "Small" 1655 0
"2591" 2591 31 "s11" "26:35:44" "Numerical" "Crisp" "Big" 2116 0
"2592" 2592 32 "s11" "36:45:54" "Verbal" "Crisp" "Big" 1502 0
"2593" 2593 33 "s11" "6:15:24" "Verbal" "Vague" "Big" 1829 0
"2594" 2594 34 "s11" "16:25:34" "Verbal" "Crisp" "Big" 737 0
"2595" 2595 35 "s11" "26:35:44" "Numerical" "Crisp" "Big" 953 0
"2596" 2596 36 "s11" "36:45:54" "Numerical" "Crisp" "Small" 1155 1
"2597" 2597 37 "s11" "6:15:24" "Numerical" "Vague" "Big" 1519 1
"2598" 2598 38 "s11" "16:25:34" "Numerical" "Crisp" "Small" 2531 0
"2599" 2599 39 "s11" "26:35:44" "Verbal" "Vague" "Big" 1132 0
"2600" 2600 40 "s11" "36:45:54" "Numerical" "Vague" "Small" 1512 1
"2601" 2601 41 "s11" "6:15:24" "Numerical" "Crisp" "Big" 1989 0
"2602" 2602 42 "s11" "16:25:34" "Verbal" "Vague" "Small" 1573 0
"2603" 2603 43 "s11" "26:35:44" "Verbal" "Crisp" "Big" 2160 0
"2604" 2604 44 "s11" "36:45:54" "Verbal" "Vague" "Small" 2920 0
"2605" 2605 45 "s11" "6:15:24" "Verbal" "Crisp" "Big" 1222 0
"2606" 2606 46 "s11" "16:25:34" "Numerical" "Vague" "Big" 3300 1
"2607" 2607 47 "s11" "26:35:44" "Verbal" "Crisp" "Small" 1348 0
"2608" 2608 48 "s11" "36:45:54" "Numerical" "Vague" "Big" 1786 0
"2609" 2609 49 "s11" "6:15:24" "Verbal" "Crisp" "Big" 723 0
"2610" 2610 50 "s11" "16:25:34" "Numerical" "Crisp" "Big" 1140 0
"2611" 2611 51 "s11" "26:35:44" "Numerical" "Crisp" "Small" 2189 0
"2612" 2612 52 "s11" "36:45:54" "Numerical" "Vague" "Big" 1919 0
"2613" 2613 53 "s11" "6:15:24" "Numerical" "Crisp" "Small" 1468 0
"2614" 2614 54 "s11" "16:25:34" "Verbal" "Crisp" "Big" 840 0
"2615" 2615 55 "s11" "26:35:44" "Verbal" "Vague" "Big" 596 0
"2616" 2616 56 "s11" "36:45:54" "Verbal" "Vague" "Big" 2108 1
"2617" 2617 57 "s11" "6:15:24" "Verbal" "Crisp" "Small" 1114 0
"2618" 2618 58 "s11" "16:25:34" "Numerical" "Vague" "Small" 3359 1
"2619" 2619 59 "s11" "26:35:44" "Numerical" "Vague" "Big" 2099 1
"2620" 2620 60 "s11" "36:45:54" "Verbal" "Vague" "Big" 1018 0
"2621" 2621 61 "s11" "6:15:24" "Numerical" "Crisp" "Small" 1176 0
"2622" 2622 62 "s11" "16:25:34" "Numerical" "Crisp" "Big" 1164 1
"2623" 2623 63 "s11" "26:35:44" "Numerical" "Crisp" "Small" 3106 0
"2624" 2624 64 "s11" "36:45:54" "Verbal" "Crisp" "Big" 3841 0
"2625" 2625 65 "s11" "6:15:24" "Verbal" "Vague" "Small" 876 0
"2626" 2626 66 "s11" "16:25:34" "Numerical" "Vague" "Small" 1993 1
"2627" 2627 67 "s11" "26:35:44" "Verbal" "Crisp" "Small" 1653 0
"2628" 2628 68 "s11" "36:45:54" "Verbal" "Crisp" "Big" 1098 0
"2629" 2629 69 "s11" "6:15:24" "Numerical" "Crisp" "Big" 1869 0
"2630" 2630 70 "s11" "16:25:34" "Numerical" "Crisp" "Big" 2414 1
