Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	Instruction_RT	RESPONSE	RT
4	2	2	2	54	45	36	'Choose a square with 54 dots'	16	999	LEFT	2154
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	16	3649	LEFT	1482
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	16	1308	LEFT	1596
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	16	6346	RIGHT	922
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	16	1291	LEFT	1386
1	2	1	1	6	15	24	'Choose a square with 6 dots'	16	1126	LEFT	628
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	16	1565	LEFT	2219
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	16	1298	MIDDLE	1522
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	16	1787	RIGHT	2225
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	16	2168	RIGHT	1399
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	16	1837	MIDDLE	883
3	2	1	2	26	35	44	'Choose a square with 44 dots'	16	985	RIGHT	2197
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	16	1166	LEFT	770
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	16	1381	RIGHT	1178
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	16	2559	RIGHT	1298
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	16	1258	LEFT	1020
4	2	1	1	36	45	54	'Choose a square with 36 dots'	16	1503	RIGHT	2023
1	2	2	1	24	15	6	'Choose a square with 6 dots'	16	1469	RIGHT	631
2	2	2	1	34	25	16	'Choose a square with 16 dots'	16	1552	MIDDLE	943
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	16	3893	LEFT	1030
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	16	1425	LEFT	1509
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	16	980	LEFT	1384
2	2	1	1	16	25	34	'Choose a square with 16 dots'	16	766	LEFT	1265
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	16	1261	RIGHT	932
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	16	851	RIGHT	1163
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	16	945	RIGHT	1846
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	16	1170	RIGHT	646
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	16	1510	MIDDLE	1055
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	16	1305	RIGHT	1408
1	2	2	2	24	15	6	'Choose a square with 24 dots'	16	1148	LEFT	1019
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	16	1933	RIGHT	1134
3	2	2	1	44	35	26	'Choose a square with 26 dots'	16	1005	MIDDLE	1575
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	16	1409	MIDDLE	1434
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	16	1933	LEFT	830
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	16	2280	RIGHT	2012
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	16	4651	LEFT	1185
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	16	7063	RIGHT	900
1	2	1	2	6	15	24	'Choose a square with 24 dots'	16	1612	RIGHT	1416
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	16	1917	LEFT	869
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	16	1998	RIGHT	917
4	2	2	2	54	45	36	'Choose a square with 54 dots'	16	1179	LEFT	1336
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	16	1527	LEFT	1135
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	16	1966	RIGHT	1206
3	2	2	2	44	35	26	'Choose a square with 44 dots'	16	1513	LEFT	1098
4	2	1	2	36	45	54	'Choose a square with 54 dots'	16	1083	RIGHT	1033
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	16	948	RIGHT	777
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	16	1477	MIDDLE	1118
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	16	1366	LEFT	1708
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	16	2021	LEFT	1211
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	16	1631	MIDDLE	1874
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	16	4845	RIGHT	1676
3	2	1	1	26	35	44	'Choose a square with 26 dots'	16	3144	MIDDLE	2108
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	16	3207	LEFT	1425
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	16	1861	LEFT	2593
2	2	2	2	34	25	16	'Choose a square with 34 dots'	16	4227	RIGHT	1231
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	16	1691	MIDDLE	1069
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	16	1133	RIGHT	836
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	16	4006	LEFT	1179
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	16	1872	LEFT	923
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	16	1161	RIGHT	695
4	2	2	1	54	45	36	'Choose a square with 36 dots'	16	2157	MIDDLE	1270
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	16	1455	RIGHT	2273
2	2	1	2	16	25	34	'Choose a square with 34 dots'	16	1086	RIGHT	1175
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	16	1292	RIGHT	1716
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	16	1365	MIDDLE	1379
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	17	3012	RIGHT	1422
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	17	2954	RIGHT	2670
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	17	1148	RIGHT	1682
4	2	1	2	36	45	54	'Choose a square with 54 dots'	17	1469	MIDDLE	2342
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	17	2825	MIDDLE	1674
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	17	3676	LEFT	1263
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	17	1480	LEFT	2138
4	2	2	2	54	45	36	'Choose a square with 54 dots'	17	931	MIDDLE	3033
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	17	1307	RIGHT	2418
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	17	3681	RIGHT	2642
3	2	2	2	44	35	26	'Choose a square with 44 dots'	17	917	MIDDLE	2961
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	17	2005	LEFT	3091
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	17	1360	LEFT	976
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	17	2564	LEFT	1887
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	17	2218	RIGHT	2016
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	17	1591	RIGHT	1380
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	17	1649	LEFT	1149
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	17	1299	RIGHT	1964
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	17	1891	MIDDLE	2031
4	2	1	1	36	45	54	'Choose a square with 36 dots'	17	1604	MIDDLE	4772
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	17	4564	RIGHT	885
2	2	1	1	16	25	34	'Choose a square with 16 dots'	17	1573	LEFT	3155
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	17	1167	RIGHT	4180
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	17	1196	LEFT	1976
1	2	2	2	24	15	6	'Choose a square with 24 dots'	17	1279	LEFT	1720
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	17	2578	RIGHT	1763
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	17	1740	LEFT	1154
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	17	1297	RIGHT	5121
1	2	2	1	24	15	6	'Choose a square with 6 dots'	17	1087	RIGHT	2263
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	17	2644	RIGHT	2068
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	17	2968	RIGHT	2003
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	17	2121	LEFT	2796
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	17	1326	MIDDLE	3421
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	17	1897	RIGHT	1594
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	17	6409	RIGHT	3582
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	17	1171	RIGHT	2683
1	2	1	1	6	15	24	'Choose a square with 6 dots'	17	1357	LEFT	1251
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	17	1981	RIGHT	1645
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	17	2147	LEFT	4244
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	17	1713	RIGHT	2586
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	17	299	RIGHT	3640
2	2	1	2	16	25	34	'Choose a square with 34 dots'	17	2596	RIGHT	4269
3	2	1	1	26	35	44	'Choose a square with 26 dots'	17	905	MIDDLE	3567
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	17	1749	RIGHT	1156
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	17	1682	RIGHT	1300
2	2	2	1	34	25	16	'Choose a square with 16 dots'	17	813	RIGHT	9591
3	2	1	2	26	35	44	'Choose a square with 44 dots'	17	1561	RIGHT	5391
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	17	4723	LEFT	1206
1	2	1	2	6	15	24	'Choose a square with 24 dots'	17	1233	RIGHT	2036
2	2	2	2	34	25	16	'Choose a square with 34 dots'	17	961	LEFT	2334
3	2	2	1	44	35	26	'Choose a square with 26 dots'	17	970	RIGHT	7398
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	17	1913	MIDDLE	3914
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	17	1435	LEFT	1166
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	17	1356	LEFT	1274
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	17	1435	LEFT	1262
4	2	2	1	54	45	36	'Choose a square with 36 dots'	17	1265	RIGHT	1987
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	17	1617	LEFT	4870
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	17	1580	LEFT	5529
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	17	1410	LEFT	1187
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	17	1424	RIGHT	1429
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	17	1936	LEFT	1048
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	17	2466	LEFT	2336
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	17	1083	LEFT	5898
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	17	1436	LEFT	1590
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	17	9426	LEFT	890
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	17	354	MIDDLE	3453
3	2	1	1	26	35	44	'Choose a square with 26 dots'	17	344	MIDDLE	6290
4	2	1	1	36	45	54	'Choose a square with 36 dots'	17	1349	MIDDLE	2451
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	17	514	MIDDLE	3431
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	17	1626	LEFT	964
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	17	1041	LEFT	4164
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	17	1219	LEFT	2078
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	17	3898	LEFT	1803
2	2	2	1	34	25	16	'Choose a square with 16 dots'	17	841	RIGHT	6753
3	2	2	2	44	35	26	'Choose a square with 44 dots'	17	1491	LEFT	4972
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	17	1391	RIGHT	1283
1	2	2	1	24	15	6	'Choose a square with 6 dots'	17	709	RIGHT	979
2	2	1	2	16	25	34	'Choose a square with 34 dots'	17	1096	RIGHT	4438
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	17	2564	MIDDLE	9654
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	17	1278	LEFT	1239
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	17	1010	LEFT	1004
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	17	1352	RIGHT	910
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	17	2310	RIGHT	1832
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	17	1828	LEFT	937
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	17	1247	LEFT	940
2	2	2	2	34	25	16	'Choose a square with 34 dots'	17	1431	LEFT	5131
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	17	1368	LEFT	10533
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	17	757	LEFT	1488
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	17	1066	RIGHT	954
2	2	1	1	16	25	34	'Choose a square with 16 dots'	17	1184	LEFT	1733
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	17	933	RIGHT	3042
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	17	884	LEFT	1579
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	17	545	RIGHT	3149
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	17	2803	LEFT	3459
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	17	3501	LEFT	1517
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	17	1558	RIGHT	1812
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	17	1314	MIDDLE	3570
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	17	871	MIDDLE	2144
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	17	1105	LEFT	1800
4	2	1	2	36	45	54	'Choose a square with 54 dots'	17	799	LEFT	3305
1	2	1	2	6	15	24	'Choose a square with 24 dots'	17	832	RIGHT	1865
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	17	1373	RIGHT	1579
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	17	1138	LEFT	1775
4	2	2	1	54	45	36	'Choose a square with 36 dots'	17	1342	RIGHT	2085
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	17	1809	RIGHT	1349
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	17	2516	RIGHT	3847
3	2	1	2	26	35	44	'Choose a square with 44 dots'	17	675	RIGHT	5697
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	17	850	RIGHT	1610
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	17	951	LEFT	4469
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	17	1403	LEFT	879
3	2	2	1	44	35	26	'Choose a square with 26 dots'	17	453	MIDDLE	12669
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	17	2231	RIGHT	7237
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	17	1061	RIGHT	774
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	17	1074	LEFT	2042
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	17	903	LEFT	1901
4	2	2	2	54	45	36	'Choose a square with 54 dots'	17	1024	LEFT	7554
1	2	1	1	6	15	24	'Choose a square with 6 dots'	17	590	LEFT	1536
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	17	4209	LEFT	1582
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	17	1140	RIGHT	11602
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	17	1163	RIGHT	977
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	17	909	RIGHT	10923
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	17	1469	RIGHT	3455
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	17	969	RIGHT	860
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	17	1132	RIGHT	1354
1	2	2	2	24	15	6	'Choose a square with 24 dots'	17	832	LEFT	1650
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	17	1766	LEFT	1445
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	17	1281	LEFT	2168
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	17	330	LEFT	1764
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	17	2601	LEFT	1498
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	17	516	LEFT	2704
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	17	325	RIGHT	1496
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	17	1506	LEFT	1506
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	17	548	RIGHT	2230
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	17	798	LEFT	918
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	17	694	RIGHT	2380
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	17	517	LEFT	1706
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	17	715	RIGHT	1456
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	17	340	RIGHT	2373
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	17	698	LEFT	2260
4	2	1	2	36	45	54	'Choose a square with 54 dots'	17	531	RIGHT	2358
1	2	2	1	24	15	6	'Choose a square with 6 dots'	17	705	RIGHT	1398
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	17	1675	MIDDLE	1461
3	2	1	1	26	35	44	'Choose a square with 26 dots'	17	688	MIDDLE	5166
4	2	2	1	54	45	36	'Choose a square with 36 dots'	17	738	MIDDLE	4847
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	17	790	RIGHT	2072
2	2	2	1	34	25	16	'Choose a square with 16 dots'	17	662	RIGHT	2237
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	17	978	LEFT	1870
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	17	849	RIGHT	1297
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	17	1042	LEFT	1916
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	17	606	MIDDLE	3359
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	17	893	LEFT	3532
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	17	434	LEFT	3058
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	17	699	LEFT	1865
2	2	2	2	34	25	16	'Choose a square with 34 dots'	17	1173	LEFT	2385
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	17	2435	LEFT	8048
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	17	1067	RIGHT	1524
1	2	2	2	24	15	6	'Choose a square with 24 dots'	17	732	LEFT	1185
2	2	1	1	16	25	34	'Choose a square with 16 dots'	17	742	RIGHT	1178
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	17	1175	LEFT	1771
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	17	1426	RIGHT	1566
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	17	1661	RIGHT	1488
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	17	937	RIGHT	735
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	17	1221	RIGHT	694
4	2	2	2	54	45	36	'Choose a square with 54 dots'	17	365	LEFT	3752
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	17	1630	LEFT	870
2	2	1	2	16	25	34	'Choose a square with 34 dots'	17	828	RIGHT	1172
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	17	1097	LEFT	857
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	17	1409	LEFT	4021
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	17	962	RIGHT	919
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	17	1310	RIGHT	886
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	17	821	RIGHT	4455
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	17	1092	LEFT	1093
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	17	1652	RIGHT	1263
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	17	857	LEFT	1369
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	17	943	RIGHT	1092
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	17	1620	LEFT	1304
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	17	1160	LEFT	853
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	17	1087	RIGHT	551
3	2	2	1	44	35	26	'Choose a square with 26 dots'	17	899	RIGHT	810
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	17	992	RIGHT	3423
1	2	1	2	6	15	24	'Choose a square with 24 dots'	17	844	RIGHT	1627
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	17	760	LEFT	1131
3	2	1	2	26	35	44	'Choose a square with 44 dots'	17	717	RIGHT	944
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	17	760	RIGHT	2096
1	2	1	1	6	15	24	'Choose a square with 6 dots'	17	1012	LEFT	750
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	17	1499	LEFT	1477
3	2	2	2	44	35	26	'Choose a square with 44 dots'	17	623	LEFT	1255
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	17	777	RIGHT	1427
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	17	864	LEFT	808
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	17	1209	RIGHT	973
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	17	1882	RIGHT	1132
4	2	1	1	36	45	54	'Choose a square with 36 dots'	17	604	MIDDLE	1308
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	18	1818	RIGHT	1805
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	18	3179	MIDDLE	4822
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	18	2583	RIGHT	1664
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	18	1804	RIGHT	1553
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	18	2088	LEFT	2123
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	18	2151	LEFT	1687
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	18	1473	MIDDLE	3539
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	18	1065	LEFT	1810
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	18	1736	MIDDLE	3320
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	18	3559	RIGHT	1556
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	18	2292	MIDDLE	2272
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	18	1445	RIGHT	3024
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	18	1899	RIGHT	1483
2	2	2	2	34	25	16	'Choose a square with 34 dots'	18	1693	MIDDLE	2968
3	2	1	1	26	35	44	'Choose a square with 26 dots'	18	1227	LEFT	2205
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	18	2189	RIGHT	3141
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	18	1378	LEFT	1808
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	18	8541	RIGHT	3053
3	2	2	1	44	35	26	'Choose a square with 26 dots'	18	2126	RIGHT	1953
4	2	1	1	36	45	54	'Choose a square with 36 dots'	18	1417	LEFT	3916
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	18	1422	LEFT	2058
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	18	2278	LEFT	1491
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	18	1579	LEFT	2913
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	18	1825	MIDDLE	5652
1	2	1	1	6	15	24	'Choose a square with 6 dots'	18	1335	LEFT	2429
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	18	2549	LEFT	1423
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	18	1414	LEFT	2664
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	18	1245	RIGHT	1856
1	2	2	2	24	15	6	'Choose a square with 24 dots'	18	1292	LEFT	2164
2	2	2	1	34	25	16	'Choose a square with 16 dots'	18	933	RIGHT	2650
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	18	1818	LEFT	1710
